name,abbreviation,battery_life,battery_life_case,weight_g,weight_with_case_g,simultaneous_connections,bluetooth_version,bluetooth_class,price,price_currency,notes,url,image
Jaybird Tarah,TARAH,6,,13.85,,,5,,99,EUR,Equalizer via app,https://www.jaybirdsport.com/en-eu/tarah.985-000713.html,
